CONDITION_CATEGORY,CONDITION,CODE,CODE_TYPE,INCLUSION_TYPE,ADDITIONAL_LOGIC
Other,Pressure and Chronic Ulcers,L97115,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72001A,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63111,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L89603,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,O355XX0,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E093541,ICD-10-CM,Include,None
Substance Abuse,Tobacco Use,O99332,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08039,ICD-10-CM,Include,None
Other,Sickle Cell Disease,D57813,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F17229,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72059B,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T40422A,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1399,ICD-10-CM,Include,None
Other,Mobility Impairments,I69144,ICD-10-CM,Include,None
Other,Glaucoma,H402292,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Hip/Pelvic Fracture,S79011A,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8257,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1136,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6011,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S22019A,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40691S,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,HZ34ZZZ,ICD-10-PCS,Include,None
Other,Benign Prostatic Hyperplasia,N400,ICD-10-CM,Include,Exclude any encounter with diagnosis code of D29.1
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06330S,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N063,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1819,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8230,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0219XB,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Chronic Kidney Disease,N006,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L98494,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70338,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70734,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1342,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,O355XX3,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24133S,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06375S,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S0420XS,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S04899S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63232,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Mental Health,Anxiety Disorders,F424,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9010,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K717,ICD-10-CM,Include,None
Other,Sickle Cell Disease,D5700,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I70299,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02401A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E103393,ICD-10-CM,Include,None
Other,Mobility Impairments,I69861,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8238,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T403X5S,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8527,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q043,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,T401X1A,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N251,ICD-10-CM,Include,None
Neurodegenerative Disease,Alzheimer's Disease and Related Disorders or Senile Dementia,G301,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F11229,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72132A,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06338S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08819,ICD-10-CM,Include,None
Cardiovascular Disease,Heart Failure,I50811,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,D45,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70244,ICD-10-CM,Include,None
Other,Mobility Impairments,I69869,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72099B,ICD-10-CM,Include,None
Other,Intellectual Disabilities and Related Conditions,Q952,ICD-10-CM,Include,None
Neurodegenerative Disease,Multiple Sclerosis and Transverse Myelitis,G379,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8127,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24114A,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1301,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,M84459A,ICD-10-CM,Include,None
Cancer,Female/Male Breast Cancer,C50919,ICD-10-CM,Include,None
Other,Glaucoma,H401194,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0291XA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cardiovascular Disease,Ischemic Heart Disease,I2584,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F419,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8478,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06374S,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E700,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T400X1D,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89142,ICD-10-CM,Include,None
Other,Cataract,H25033,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Cataract,H26133,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M19131,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E11359,ICD-10-CM,Include,None
Mental Health,Personality Disorders,F6810,ICD-10-CM,Include,None
Other,Glaucoma,H40811,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cardiovascular Disease,Ischemic Heart Disease,I25710,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97914,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0849,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97514,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I791,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02400A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Sensory — Blindness and Visual Impairment,H540X33,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72121C,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",0W9F30Z,ICD-10-PCS,Include,None
Metabolic Disease,Diabetes,E0843,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9400,ICD-10-CM,Include,None
Metabolic Disease,Obesity,E6601,ICD-10-CM,Include,None
Other,Anemia,D57453,ICD-10-CM,Include,None
Other,Mobility Impairments,G8334,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S066X9S,ICD-10-CM,Include,None
Other,Fibromyalgia and Chronic Pain and Fatigue,M60859,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F10921,ICD-10-CM,Include,None
Mental Health,Schizophrenia,F209,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14112A,ICD-10-CM,Include,None
Other,Glaucoma,H401430,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S069X8S,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113499,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02102A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Chronic Kidney Disease,N056,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06879,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97816,ICD-10-CM,Include,None
Other,Glaucoma,H4041X2,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S14137S,ICD-10-CM,Include,None
Other,Mobility Impairments,G8331,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,Q6111,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8213,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40601S,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S049XXS,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32811A,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13981,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89526,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8358,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02849A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M08871,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06827S,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05572,ICD-10-CM,Include,None
Other,Anemia,D608,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S0450XS,ICD-10-CM,Include,None
Cardiovascular Disease,Heart Failure,I5032,ICD-10-CM,Include,None
Other,Glaucoma,H40009,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S24112A,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06839,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97405,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S062X3A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E1310,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9200,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,HZ33ZZZ,ICD-10-PCS,Include,None
Metabolic Disease,Diabetes,E093599,ICD-10-CM,Include,None
Mental Health,Anxiety Disorders,F423,ICD-10-CM,Include,None
Other,Sickle Cell Disease,D5742,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F15251,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E13349,ICD-10-CM,Include,None
Other,Anemia,D5780,ICD-10-CM,Include,None
Other,Glaucoma,H401492,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Epilepsy,G40319,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,G452,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E083593,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63443,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L89319,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06302S,ICD-10-CM,Include,None
Other,Other Developmental Delays,F819,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89029,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89321,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06321A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Pressure and Chronic Ulcers,L97413,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103499,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13239,ICD-10-CM,Include,None
Other,Peripheral Vascular Disease (PVD),I739,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S32435B,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E70328,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F18220,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H542,ICD-10-CM,Include,None
Other,Migraine and Chronic Headache,G43611,ICD-10-CM,Include,None
Other,Sensory — Deafness and Hearing Impairment,H90A22,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8479,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06348S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0240DA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S14159A,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q0701,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0285XG,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S064X7A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cardiovascular Disease,Ischemic Heart Disease,I25729,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E133591,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L89600,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E1043,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S061X7A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S14107A,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,HZ93ZZZ,ICD-10-PCS,Include,None
Other,Epilepsy,G40009,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F14280,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06828S,ICD-10-CM,Include,None
Other,Anemia,D531,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06021,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14137A,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I25709,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S062X4B,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Spinal Cord Injury,S14132S,ICD-10-CM,Include,None
Neurodegenerative Disease,Alzheimer's Disease,G309,ICD-10-CM,Include,None
Neurodegenerative Disease,Muscular Dystrophy,G7111,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97326,ICD-10-CM,Include,None
Substance Abuse,Tobacco Use,F17208,ICD-10-CM,Include,None
Neurodegenerative Disease,Alzheimer's Disease and Related Disorders or Senile Dementia,G138,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S066X3S,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24101A,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F1027,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F16121,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97511,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05612,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T40603S,ICD-10-CM,Include,None
Other,Glaucoma,H40832,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Glaucoma,H4031X3,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cancer,Female/Male Breast Cancer,C50311,ICD-10-CM,Include,None
Other,Benign Prostatic Hyperplasia,N403,ICD-10-CM,Include,Exclude any encounter with diagnosis code of D29.1
Other,Atrial Fibrillation,I4811,ICD-10-CM,Include,Only include first or second diagnosis from the encounter
Other,Spinal Cord Injury,S24144A,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E13641,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8335,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S065X0S,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9431,ICD-10-CM,Include,None
Other,Cataract,H26102,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Mental Health,Depression,F3163,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S069X9S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63532,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Substance Abuse,Drug Use Disorders,F11929,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24113A,ICD-10-CM,Include,None
Mental Health,Personality Disorders,F340,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S06369S,ICD-10-CM,Include,None
Neurodegenerative Disease,Alzheimer's Disease and Related Disorders or Senile Dementia,F0390,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S065X7A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cardiovascular Disease,Hypertension,I159,ICD-10-CM,Include,None
Metabolic Disease,Hyperlipidemia,E782,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E0837X3,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E083299,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I619,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E09351,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N045,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,O99322,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8196,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,M1030,ICD-10-CM,Include,None
Other,Mobility Impairments,G8254,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113543,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S12101B,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S06388A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Leukemias and Lymphomas,C9192,ICD-10-CM,Include,None
Cancer,Colorectal Cancer,C181,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S060X3A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S72023A,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24132S,ICD-10-CM,Include,None
Cardiovascular Disease,Heart Failure,I5042,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M456,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S14121S,ICD-10-CM,Include,None
Other,Sensory — Deafness and Hearing Impairment,H9103,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1419,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72102A,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0210XA,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Hip/Pelvic Fracture,S79012A,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6001,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Glaucoma,H402213,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Substance Abuse,Drug Use Disorders,F14251,ICD-10-CM,Include,None
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S04811S,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S0211HB,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05651,ICD-10-CM,Include,None
Other,Cataract,H26031,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Pressure and Chronic Ulcers,L97322,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F10131,ICD-10-CM,Include,None
Other,Epilepsy,G40812,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,I70742,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,K709,ICD-10-CM,Include,None
Other,Glaucoma,H401392,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S24139S,ICD-10-CM,Include,None
Other,Spinal Cord Injury,S24151S,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C9130,ICD-10-CM,Include,None
Other,Epilepsy,G40821,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I2109,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,F1129,ICD-10-CM,Include,None
Mental Health,Schizophrenia and Other Psychotic Disorders,F258,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8114,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72131C,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13250,ICD-10-CM,Include,None
Other,Cystic Fibrosis and Other Metabolic Developmental Disorders,E70318,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72009C,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E133291,ICD-10-CM,Include,None
Other,Mobility Impairments,I69269,ICD-10-CM,Include,None
Mental Health,Bipolar Disorder,F3171,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8294,ICD-10-CM,Include,None
Other,Hip/Pelvic Fracture,S72063B,ICD-10-CM,Include,None
Other,Glaucoma,H4042X4,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Spinal Cord Injury,S22019B,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F13932,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F1193,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E113399,ICD-10-CM,Include,None
Substance Abuse,Alcohol Use Disorders,F10239,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,HZ3BZZZ,ICD-10-PCS,Include,None
Substance Abuse,Drug Use Disorders,O355XX1,ICD-10-CM,Include,None
Other,Chronic Kidney Disease,N044,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97823,ICD-10-CM,Include,None
Other,Intellectual Disabilities and Related Conditions,Q913,ICD-10-CM,Include,None
Cardiovascular Disease,Ischemic Heart Disease,I2589,ICD-10-CM,Include,None
Neurodegenerative Disease,Multiple Sclerosis and Transverse Myelitis,G361,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8203,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63119,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Cancer,Leukemias and Lymphomas,C884,ICD-10-CM,Include,None
Metabolic Disease,Diabetes,E103211,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05871,ICD-10-CM,Include,None
Other,Asthma,J4532,ICD-10-CM,Include,None
Other,Chronic Obstructive Pulmonary Disease and Bronchiectasis,J418,ICD-10-CM,Include,None
Substance Abuse,Tobacco Use,F17218,ICD-10-CM,Include,None
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",K7469,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19939,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02621A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,Fibromyalgia and Chronic Pain and Fatigue,M60841,ICD-10-CM,Include,None
Other,Glaucoma,H40043,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Metabolic Disease,Diabetes,E093493,ICD-10-CM,Include,None
Other,Glaucoma,H4033X3,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Hip/Pelvic Fracture,S32435A,ICD-10-CM,Include,None
Other,Glaucoma,H4043X2,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S02121S,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Other,"Liver Disease, Cirrhosis, and Other Liver Conditions (except Viral Hepatitis)",0W9J3ZZ,ICD-10-PCS,Include,None
Substance Abuse,Drug Use Disorders,O99324,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,S065X8A,ICD-10-CM,Exclude,Exclude any encounter with any diagnosis code from exclusion list
Cardiovascular Disease,Ischemic Heart Disease,I236,ICD-10-CM,Include,None
Other,Glaucoma,H40019,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Traumatic Brain Injury and Nonpsychotic Mental Disorders due to Brain Damage,S0461XS,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97126,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C84Z3,ICD-10-CM,Include,None
Other,Cataract,H269,ICD-10-CM,Include,Only include principle diagnosis from the encounter
Other,Pressure and Chronic Ulcers,I70449,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M06052,ICD-10-CM,Include,None
Substance Abuse,Drug Use Disorders,F19288,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8134,ICD-10-CM,Include,None
Cancer,Leukemias and Lymphomas,C8176,ICD-10-CM,Include,None
Other,Sensory — Blindness and Visual Impairment,H541215,ICD-10-CM,Include,None
Other,Pressure and Chronic Ulcers,L97223,ICD-10-CM,Include,None
Other,Spina Bifida and Other Congenital Anomalies of the Nervous System,Q063,ICD-10-CM,Include,None
Other,Rheumatoid Arthritis/ Osteoarthritis (RA/OA),M05271,ICD-10-CM,Include,None
Substance Abuse,Opioid Use Disorder,T403X1S,ICD-10-CM,Include,None
Substance Abuse,Tobacco Use,T65222A,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I63419,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Metabolic Disease,Diabetes,E083529,ICD-10-CM,Include,None
Cerebrovascular Disease,Stroke/Transient Ischemic Attack,I6613,ICD-10-CM,Include,Exclude any encounter with any diagnosis code from exclusion list
Other,Intellectual Disabilities and Related Conditions,Q8719,ICD-10-CM,Include,None
